"","39330_S0","39330_S3","48234_S0","48234_S3","49407_S0","49407_S3","49461_S0","49461_S3","49523_S0","49523_S3","49782_S0","49782_S3","50262_S3","50861_S0","50861_S3","51684_S0","51684_S3","51686_S0","52441_S0","52558_S0","52558_S3","52898_S0","52898_S3","53191_S0","53191_S3","53620_S0","53620_S3","53950_S0","54949_S0","54949_S3","54952_S0","54953_S3","55472_S0","55472_S3"
"NS-NK Cell Activity",0.0802462558140774,0.101283492548924,0.0138898508719117,0.0202047514265469,-0.0450287973317847,0.182777810337203,0.209923491270226,0.165852385037109,-0.0405773318912468,0.219626940023762,0.151995833577529,0.17218593326265,0.116810342531075,0.15059059837712,0.185248626732235,0.195263757985199,0.193449606001353,0.0265942426648055,0.0699101182262335,0.164380551012036,0.152222269581386,0.121697364284915,0.231121897160759,0.127267689979807,0.188053769227081,0.0635565903532934,0.171603859535087,0.0350616172325791,0.0903080062443058,0.0986555029276843,-0.0557312284552802,0.181589687305198,0.181718889025047,0.184735815782323
"NS-Notch",0.278500894988067,0.268333830548926,0.278490453460621,0.261542362768496,0.280574284009547,0.261646778042959,0.293299522673031,0.279030429594272,0.285820405727924,0.274712112171838,0.293603818615752,0.26679146778043,0.288805190930787,0.294539081145585,0.277262828162291,0.287268794749403,0.28299522673031,0.253927505966587,0.290073090692124,0.295074582338902,0.286554295942721,0.298429295942721,0.260753281622912,0.291900357995227,0.28292661097852,0.295793556085919,0.303008651551313,0.271934665871122,0.282953460620525,0.282374701670644,0.27805638424821,0.291063544152745,0.280604116945107,0.280216288782816
"NS-PI3KAkt",0.164966156837815,0.184221981227329,0.175548034852848,0.166160951348117,0.1203193597846,0.184989342208594,0.186264163643843,0.190333570173142,0.0925122471111777,0.190072921730676,0.190035525971355,0.17407763359635,0.181286788078232,0.182569462622939,0.179643244456079,0.183911970382559,0.19051157398751,0.132085187539733,0.193076923076923,0.199118207995213,0.197617142216073,0.159593882053775,0.189106989267417,0.183794921655884,0.185652369021353,0.188280542986425,0.204942971467036,0.167823566807524,0.204221233312142,0.194112785610112,0.13273512583673,0.193170412475225,0.180945738753225,0.174595564862945
"NS-Stromal Factors",0.181700886345787,0.226283632118467,0.223917990098916,0.213080841746175,0.171896598124646,0.213856311813031,0.214287495169353,0.193722688970872,0.0788717222181891,0.192470570635973,0.181363932685532,0.169845543962003,0.189219096142889,0.186987282290904,0.194717783893542,0.192479370296307,0.206964344509635,0.145485884244868,0.253111596559039,0.248906825529868,0.25682102004196,0.170393322817739,0.189486019172993,0.224435336796,0.176496253911266,0.195843773763666,0.2009721424753,0.201928372231499,0.253210226085273,0.249390440195675,0.132018370757556,0.244036946840519,0.171126261192985,0.177397119137868
"NS-T cells",0.214899695671076,0.0972796720700577,-0.0601267002049562,-0.0606608285199677,-0.0704614620209925,0.326780945282902,0.31607974659959,0.332389292590522,-0.0047698900689398,0.367828085212099,0.322520340351531,0.350164586050556,0.211912303583628,0.219464629526116,0.285528849139805,0.355406496490901,0.354953108502578,-0.0105210856468543,0.123004782311658,0.245220793739519,0.236389044158748,0.253338301968822,0.363194832619092,0.172175641264518,0.362685547481523,0.143171231600522,0.352984286690268,0.0346562325321409,0.155363020930377,0.172417862244581,-0.258642320352773,0.31732811626607,0.344742562573753,0.359077075958015
"NS-T Priming & Activation",0.105299648354007,0.125724073828446,0.0496551884743546,0.0399224009533828,0.0147847244089705,0.216336199084485,0.207050689471174,0.224725887240404,0.0176483661573386,0.264988239653882,0.203694459829027,0.221524572187667,0.158645955362323,0.175861471931603,0.213192344181742,0.215994475725491,0.219689644314078,0.0354268403195088,0.13078132641314,0.208666661266594,0.178929135181711,0.153820062148088,0.253214983987097,0.160495311555515,0.234506262903221,0.11060749806863,0.217059386963482,0.0817976876213118,0.122157241345793,0.138463520651735,-0.0370334463636078,0.227701918004619,0.221903505423529,0.2068532493082
"NS-T-Cancer cells recognition",0.125455642557456,0.152444149602493,0.0554964695420814,0.0497401117184385,0.012211044105141,0.220981964847155,0.223749872084858,0.227074254298831,0.0319551432473155,0.273947655359556,0.217786379948552,0.226858651121595,0.17412973594786,0.198210246620394,0.239438443704987,0.219548256648941,0.227522751251804,0.0354164387718735,0.136834620718371,0.226561182253494,0.187520422314047,0.177637610227565,0.257578398749431,0.179407250053813,0.232732867310536,0.120158014898144,0.224278823251268,0.0955175005557692,0.151284620894806,0.15824249887964,-0.0245999343662996,0.233405083435959,0.22703932023247,0.211808067299244
"NS-TGFβ",0.173291076311211,0.235094634423494,0.23143531834807,0.236532793579773,0.20547388231952,0.222841873513014,0.220475125173112,0.197200028408082,0.18872909342708,0.206988388196442,0.227710308582792,0.212851106139697,0.240671496040624,0.219349454919925,0.225434111004581,0.204600333794965,0.236012570576329,0.232253826213558,0.250981854337559,0.272921771243919,0.256331451297894,0.209784808778097,0.193869180781932,0.24427577145698,0.215288874684848,0.214418877170555,0.239446397500089,0.196653172827669,0.274825112744576,0.271407265366997,0.169759596605234,0.23376833209048,0.191589432193459,0.205750861119989
"NS-Th1",-0.0164307004470939,0.0540611028315946,-0.0906482861400894,-0.0665797317436662,-0.0902757078986587,0.266430700447094,0.355886736214605,0.237369597615499,-0.0967585692995529,0.368405365126677,0.212555886736215,0.265611028315946,0.103539493293592,0.1075260804769,0.211810730253353,0.220640834575261,0.173323397913562,-0.0538748137108793,0.0422876304023845,0.10801043219076,0.0965350223546945,0.22596870342772,0.431743666169896,0.175745156482861,0.270454545454546,0.00756333830104317,0.159724292101341,-0.04575260804769,-0.00584947839046202,0.0481371087928465,-0.184761549925484,0.2349478390462,0.316207153502235,0.2774217585693
"NS-Treg",0.0699701937406856,0.111885245901639,0.0151266766020864,-0.0215350223546945,0.0235469448584202,0.154619970193741,0.342026825633383,0.300335320417288,-0.0964605067064083,0.36650521609538,0.283233979135618,0.281855439642325,0.198211624441133,0.125745156482861,0.184538002980626,0.299105812220566,0.247019374068554,0.0120342771982116,0.0981743666169895,0.308718330849478,0.202235469448584,0.184314456035767,0.381110283159463,0.0770864381520119,0.314008941877794,0.130178837555887,0.258420268256334,0.0164307004470939,0.0396795827123696,0.0929582712369598,-0.0894932935916543,0.246348733233979,0.28822652757079,0.237704918032787
"NS-TumorIntrinsic Factors",0.181985580497386,0.196371312052472,0.18490887237202,0.185982890644874,0.150614238864425,0.230756659061194,0.230135222277658,0.235752310729238,0.117888850324695,0.247896827196696,0.223421190673863,0.226588768090934,0.209682285822466,0.209277526124502,0.231687704968142,0.223173207570239,0.225968810331873,0.145912420058727,0.216343565553323,0.230338588142957,0.235879013825921,0.194279478436809,0.245692834225021,0.203398896844945,0.237793611008675,0.199246535631672,0.236478511746412,0.181391012658478,0.214917046447285,0.211484477145128,0.104178786450558,0.246052730180579,0.229970557552786,0.230956327365305
"NS-WNT",0.111791595453189,0.166937956105369,0.163790998616424,0.148393062224754,0.0814557843429822,0.0849814166734489,0.0916246168036678,0.0847157790980531,0.0053082300172721,0.072135861750902,0.0884629644701266,0.0786841105775752,0.119226056446289,0.14098233905754,0.128272428854345,0.0638581427525026,0.0735397845961857,0.128878308600779,0.0833819393577675,0.131357215846921,0.124235868080989,0.0730186827993453,0.0363279165875405,0.158637629653744,0.0966728611088503,0.124960436956856,0.114397104437391,0.144017389653021,0.186972681153523,0.191213839378566,0.164933805376957,0.121711745928398,0.0935326858558729,0.0647285297016721
"TIS",0.161940208858898,0.231557079952114,0.0948460483747364,0.0896577149792673,0.0430062094305467,0.35118699954848,0.331487902173508,0.325825266044481,0.122914828484675,0.384294987303599,0.281070971429992,0.317329240659964,0.270313205499426,0.312091198681066,0.363177124109906,0.286737749940971,0.309988939840187,0.134904953046101,0.218972523580509,0.302845402163152,0.270021167571777,0.258176026378688,0.349153090009817,0.269267254056427,0.310945830071208,0.200406367669537,0.297336034166366,0.13818986193441,0.18626634687478,0.22560654827739,-0.0361588520631133,0.333117929471805,0.299330591076481,0.297495515871536
"IPI panCancer up",0.163718086938877,0.167347136729886,0.0674378908475476,0.0719711370688204,0.0530170169545192,0.29475298490739,0.267787639824334,0.273087390417748,0.113583683881333,0.32566791797344,0.255751012621958,0.28018382725946,0.227112736905597,0.256349722218816,0.294630344207847,0.272664280004326,0.274695655954931,0.100881452155076,0.188804799488031,0.250304650646818,0.240486147732987,0.227140052334131,0.306926189252438,0.225222955217191,0.299783483419535,0.184269323435857,0.271800777988001,0.121247612687292,0.142201333661862,0.180476381073641,-0.00784454510892169,0.273278040959764,0.277878739565785,0.280653764121798
"IPI panCancer down",0.20684468312573,0.204478589128399,0.229023533864289,0.214115622297915,0.205515913466984,0.0858741563970176,0.0696181375677162,0.071698311274652,0.148632969510123,0.074745365190655,0.123781385622215,0.084318860517861,0.148942371177025,0.185468342960698,0.168973366594013,0.062356867197622,0.0766874131534383,0.120255035374003,0.133352118434538,0.132795471685604,0.136133970921768,0.122094870286114,0.0416172867131321,0.133247142868982,0.0836116567078006,0.195175820259732,0.111631845166566,0.18074996754045,0.235305492708342,0.228983477398484,0.148834633096586,0.0728682363276232,0.0840205089104917,0.0961880057128808
"DNA Damage response",0.163816707883367,0.16948141520337,0.171020310098713,0.208925176154793,0.219076083129321,0.139687333010228,0.168423036614514,0.140449531289482,0.194439266467004,0.180529147870608,0.174340429233618,0.149666331133729,0.157766759041784,0.15767562663883,0.164825377888794,0.145606796820308,0.136048250464982,0.160769985957325,0.15223460794426,0.135600873214116,0.126582907703588,0.208935532109674,0.194153442112283,0.129818108008467,0.179897434622857,0.160933610044448,0.141043963099662,0.175226898971446,0.135561520585567,0.145269192691181,0.18905002754684,0.136222230506986,0.166886212910148,0.158253488921199
"MEKup",0.278323340662194,0.306071054787963,0.283452461117827,0.298722993420252,0.292050755738011,0.180090380262379,0.195169442709136,0.171302238412423,0.213663321352945,0.201869265031601,0.244740663816254,0.153382769335616,0.225454943735447,0.284619129136682,0.275347444769871,0.160380343509902,0.187188557242185,0.254667889044841,0.211110119506397,0.24461977818704,0.211706434522989,0.238749117697169,0.171239767315447,0.201352458683888,0.170004137696033,0.252933301962566,0.199799605701907,0.291159122808441,0.300825916580803,0.286404828934665,0.252679361009922,0.179019447171357,0.172577622366275,0.160833056134743
"Roh-Immune Score",0.100596326444306,0.13888222552725,0.0614308636249753,0.0734737792277252,0.0344495796751478,0.266304357483133,0.244482292338556,0.271153507860101,0.046140669783343,0.295437463018343,0.214613551678368,0.241481114256218,0.179023204490573,0.228131291323948,0.263424008358521,0.217639606310825,0.216892421359006,0.0635684700388608,0.141180641068697,0.23103029786115,0.184040271580851,0.169637637509573,0.272484403291523,0.168999731688638,0.239737978851379,0.140046981141798,0.234137201281498,0.103465125742076,0.127813937620274,0.156777349545736,-0.0607360971180517,0.265076522045066,0.231348362323399,0.208806654121778
"IPI Neoadjuvant",0.110169863446554,0.0958682872559625,0.0108422075884481,-0.0163774167853436,-0.0514286215847924,0.229181798432806,0.26096783324812,0.270016172246494,-0.0163708337813433,0.324957923632765,0.223850662359919,0.244054998804088,0.165216942896829,0.211660036118749,0.249907289360329,0.224391565855275,0.22461099932195,0.0115235485024763,0.0998169924887925,0.227933222007421,0.1959760290881,0.169108595428323,0.300573379648424,0.179461466386084,0.264444756527597,0.108578970813155,0.247552768262899,0.0777869696018818,0.122903587517747,0.16862035596497,-0.111743201402619,0.254534044005187,0.256889662269951,0.248665295938945
"TIP 'Hot'",0.184379809254003,0.244553727854134,0.0299564937243395,0.0314022653084046,-0.0801777526905196,0.345526095777708,0.323831534328422,0.320258375091193,0.0888896580736891,0.399320513981117,0.296140881521282,0.323983300406307,0.266738200853085,0.28234880637311,0.349551890685823,0.303718535164466,0.313748409118745,0.0797011539547045,0.216503629073055,0.313775034746444,0.295054555911156,0.280852446096417,0.387586599854091,0.269272960610046,0.335067549217473,0.160366155632119,0.28557050732471,0.115967921443748,0.181751859800095,0.196105735692719,-0.112780833808157,0.32195176501286,0.326182577254259,0.31583585833036
"TIP 'Cold'",0.213316938669051,0.295228159077924,0.169672355118365,0.146769505924435,0.0625357080756141,0.224271555257471,0.149228705566734,0.0213627443674392,0.144595970887051,0.203268996696227,0.0825819112204089,0.180291626301016,0.181272822117893,0.158581116327595,0.209156171597486,0.205256228730407,0.225215490473706,0.0584370420051171,0.2714186352684,0.227103360906178,0.252043122935142,0.0585115632063989,0.118513550438433,0.0863824924857789,0.212931912462429,0.113942916759818,0.330824452890181,0.159015823335072,0.251981021934074,0.225662617681397,0.0370494572372507,0.276473656755347,0.201530168666319,0.187718906028765
"Nature-PD1-100",0.140555581996013,0.128427344267596,0.0570566180842151,0.0558430010976567,0.0381668000021153,0.266710935546475,0.232208405194719,0.26627731204801,0.0486383542250718,0.292107750151277,0.214986979963422,0.25287464428142,0.177154085163957,0.209450725941639,0.25609244792552,0.240356598669365,0.238645901087005,0.0579423734012022,0.167002082752588,0.201731623315648,0.187624883945279,0.176116863799161,0.267235212041135,0.162028255028031,0.268895295033953,0.140462284954096,0.238371675773516,0.08732300946795,0.141900268106236,0.142744851854118,-0.0301621404381108,0.251742614991437,0.243744754402147,0.236411304730802
"Fges-MHCII",0.263350559862188,0.136723149804545,0.17429437487577,0.142338335652289,0.23100940833499,0.39478152123501,0.296441231034254,0.383584277479626,0.0980090107997085,0.383000397535281,0.283111376134632,0.342161929371232,0.207799145299145,0.360945471410588,0.379020903730206,0.306143576492414,0.2945570794408,0.165320844099914,0.279475584708143,0.293385178559597,0.292296097528656,0.225133339958921,0.314048731199894,0.294648181276088,0.360568641091897,0.242728417147022,0.358108891539124,0.145005134830716,0.277988968395945,0.298420625455509,-0.0157233485721858,0.407846352613794,0.37855711256874,0.375902736367853
"Fges-Co-activation molecules",0.0924415168087588,0.0879204852254392,0.0715883251947664,0.0309336542608992,0.00615318256127895,0.224459366629568,0.208276310114011,0.240740937967613,-0.00116087736768394,0.282487259637146,0.236459537033586,0.239971457327106,0.148331371912093,0.16033154231611,0.18609982480337,0.227201806282583,0.200280634115949,0.0452103158331958,0.108036146952164,0.205669661162262,0.169791627837626,0.183229582137399,0.258915591435068,0.110786574293489,0.246907433342741,0.116766690274723,0.237963884998589,0.0910702969822513,0.127600658185517,0.142409832311797,-0.0246739691888236,0.234792772739617,0.26400108632561,0.222358604604104
"Fges-Effector cells",0.0844887994334489,0.143871059922721,-0.0471007740380434,-0.0124709580429138,-0.0615192515561519,0.354880291227155,0.372799334053947,0.329696099991303,0.00701666107570165,0.421120802117112,0.304912594580491,0.340247493384025,0.204803260153814,0.25403791916707,0.339576577583958,0.320483432107048,0.313842608123051,-0.00321791096698848,0.123069564028974,0.32426354566576,0.288385080820505,0.289108800178911,0.4393318175606,0.226260141389293,0.317700373973437,0.104088237852076,0.291304806987464,0.0607862139227453,0.116925714711693,0.165157106116516,-0.144489172164449,0.335538658416887,0.319812516306981,0.310574999689391
"Fges-Effector cell traffic",0.00694718795423199,0.140851999552756,0.0298833438932578,-0.0168275502217584,-0.129696992285043,0.163583168722746,0.218113376318438,0.140546382915285,-0.0359919496105252,0.255719130856099,0.180049196824569,0.174622637993366,0.138012001043569,0.173508255376244,0.197301628713056,0.129186388878536,0.146487272185159,-0.0290708508814431,0.0174350564645372,0.215582721478886,0.132682345048638,0.157008683984943,0.289635123551116,0.190790503522045,0.154519026499199,0.0825984868249413,0.189020163244009,0.114185084417279,0.0774849986955387,0.124322611904141,-0.135563340911632,0.175658752935038,0.144090790503522,0.136226752636875
"Fges-NK cells",-0.0342208908615638,-0.0269183873967124,-0.148821950492097,-0.126043841336117,-0.170979456500763,0.0957241978210909,0.104445536043227,0.0606173575902177,-0.122201803477132,0.137618199680707,0.0682992403642042,0.0860774372379431,-0.00193856248135998,0.0373940808055999,0.117943106261294,0.096939088787916,0.0706544622024174,-0.0245741302784162,-0.107134085366923,0.0350827178470553,0.00257890212452416,0.0302648199154401,0.155617883896774,0.0168133015210259,0.0560516482166979,-0.0176707426185506,0.0702553463974317,-0.0296529885440607,-0.0179251241206294,-0.0261903299942107,-0.187279609129664,0.0579397729864388,0.076213575200435,0.0851827160927001
"Fges-T cells",0.270348659912581,0.169847185985837,-0.0148341408870667,-0.0211262833327686,-0.0314369938671094,0.369538847287636,0.380357808423407,0.386982007928709,0.0233083725815743,0.415671060210755,0.375339680818622,0.400467590553315,0.27320841662996,0.273709890556704,0.342987835868939,0.404577643750212,0.398702266797682,0.0378917765052689,0.190987022667977,0.300027106698743,0.304489546979297,0.313909124792464,0.423816623183004,0.236068851014807,0.4166469013655,0.205855046928472,0.405116389387727,0.101887303899976,0.207559380611934,0.226032595805238,-0.168441025988547,0.363843052214278,0.39951546775997,0.412340324602717
"Fges-B cells",0.187691390166416,-0.0495263272585473,-0.0210858918925119,-0.156377951852829,-0.172996639561423,0.110275143076694,0.251545457673384,0.33941863265704,-0.182220642038743,0.310344530972233,0.334885481299675,0.359899530914888,0.242530765790047,0.20548852519182,0.128166897959652,0.321873817251781,0.31841875881685,0.0950327442052505,0.0778061955935819,0.156291933800507,0.177610074434288,0.242754412726084,0.329214024383251,0.196433691550734,0.378261517817206,0.19696987074354,0.332021080157356,-0.104101914188391,0.207908499730477,0.191926345609065,-0.204132307233545,0.244973678475989,0.388176531981512,0.369017444461011
"Fges-M1",0.0181416881998278,0.0216698138209767,0.0203074272841715,-0.0278481746505003,-0.0352729742264626,0.0549923805737759,0.0605288875637713,0.113889717087392,-0.0356746505002319,0.102427449811171,0.0975990525409129,0.137650732127476,0.0441885311071357,0.0303866030610217,0.0475924269528921,0.0920004306632213,0.107810740078182,-0.0287798979659445,0.0682766845557543,0.0743308156098854,0.0752459749552773,0.0324819452726429,0.119877592261313,0.0177441529185716,0.143584774398728,-0.0208623202809249,0.129360465116279,0.0248997879811833,0.0642143709004174,0.0846791559000861,-0.066036407606175,0.0959426555356788,0.114862850327967,0.0833457563108726
"Fges-Th1",-0.145896996347917,-0.108417892013331,-0.271803362471917,-0.124351835091941,-0.175970783334576,0.0678403730874476,0.0467637006356542,0.0666265611857025,-0.119922486397853,0.196589614455009,0.105825232381094,0.0974403475335129,0.00288546513485022,0.0551059955919463,0.100890128727946,0.100565380806866,0.0652157710367445,-0.11962968089524,-0.0606373577231444,-0.0146136564486419,-0.0637251248416189,0.0162320723176355,0.193086595896464,0.01739797059168,0.106511994378134,-0.0536526155516988,0.0763956175001863,-0.171770355306168,-0.0828852521853938,-0.0956675433085957,-0.227616350259266,0.0648271382787295,0.128206220253623,0.0937989118282776
"Fges-Antitumor cytokines",-0.296335139854556,-0.197366879971039,-0.347836965896145,-0.273299332403454,-0.329486046486866,-0.225934049553339,-0.171344456393275,-0.239658642021316,-0.36237609003503,-0.0513847038405434,-0.114620044932335,-0.122419318774689,-0.270419191005015,-0.256726540955504,-0.179979556852181,-0.239168858271489,-0.247537771909837,-0.293795717586431,-0.329108061201674,-0.150544618234862,-0.241633748229858,-0.245365687454083,-0.0627562048147872,-0.228771601060488,-0.178425025820122,-0.255475462898881,-0.183722143549229,-0.271835304890384,-0.269082933165813,-0.196302132688806,-0.395356637102184,-0.203494500580287,-0.170748197915225,-0.246142952970113
"Fges-Checkpoint molecules",0.0517624064135692,0.135058470814285,-0.0495469754190685,-0.0629637911614656,-0.0626283707679057,0.241722155966342,0.23100940833499,0.253590240508845,-0.0349955277280858,0.345590671172067,0.193156595772875,0.239502583979328,0.129832538262771,0.16561071357583,0.266634366925065,0.202200523421454,0.214474425230239,-0.0492571059431524,0.111873053733519,0.225009110183529,0.196837938117008,0.173809878751739,0.312234976479163,0.128085039422249,0.237001424501424,0.0525906049161863,0.170679288411847,-0.0290656264493473,0.104854071423839,0.150297323262439,-0.122569237394819,0.233299377194726,0.226735904061485,0.223795799377195
"Fges-Treg",0.0879108593575315,0.102497897124118,-0.00172489059721675,-0.0178078982953396,0.0144007069921954,0.144177429487111,0.265319051523121,0.203127162767917,-0.0167325035402847,0.290505648484332,0.199347309915991,0.18006473663476,0.14087671291219,0.127519458256583,0.189530339973807,0.194263141643331,0.199501698271915,-7.9856046167448e-05,0.108173000138417,0.249470288227089,0.179617542776222,0.150140014267613,0.2791394712465,0.0834442445085659,0.223549015641138,0.0849455381765137,0.218550027151056,0.0313727786709824,0.138965491540583,0.187155953534429,-0.0344605457894569,0.192873646440017,0.209558236352602,0.201508746898924
"Fges-Treg & Th2 traffic",0.023129169306451,0.0107237356985801,-0.0405657213133083,-0.0979530801624865,-0.0753363395818581,0.0127501583870607,0.100012111951701,0.128978310289569,-0.153812469720121,0.140358886445794,0.162845190623486,0.120243729735773,0.0514757947303693,0.0454384526515857,0.0310298885700443,0.0568889054522417,0.0616638094883166,-0.0914312600156524,-0.0244381917787799,0.132788916632505,0.00886035851377032,0.0110731189207319,0.173266127529535,0.0521186598591287,0.128554391980025,0.0103696940334662,0.169604591361383,0.0135700443483771,-0.0306805053478925,0.0635877464316327,-0.0998304326761823,0.102942272574815,0.0533531472440651,0.0701747847799351
"Fges-Neutrophil",-0.0906143055602616,-0.100494697252058,-0.105773726832243,-0.104770778978755,-0.239999322332531,-0.135475891979806,-0.123301595906888,-0.0118151323145733,-0.175769999661166,-0.092725239724867,-0.103981296377867,-0.0527326940670213,-0.123806458170975,-0.108020194490563,-0.0903838986209467,-0.0871005997357097,0.00854199844136483,-0.212953613661776,0.0348964862941755,-0.110232778775455,0.00502151594212719,-0.152434520380849,-0.0707654254057534,0.00377460779995253,-0.117239860400501,-0.0699793311422085,0.00757293396130521,-0.0774065665977705,-0.138332260359841,-0.196201673838647,-0.137105682241724,-0.0169857350997865,-0.0419408396299936,0.0346321959814319
"Fges-Granulocyte traffic",0.141684058835222,0.151870900417412,0.108340787119857,0.0706577552507786,-0.0454639568011661,0.121803153779898,0.0665747366328762,0.0987419664745246,-0.0601065063274365,0.0498906777976545,0.0289621016365202,0.0591954879745578,0.0591665010269661,0.0578248194527264,0.0773288941893593,0.103615914662426,0.079730669846949,-0.086078811369509,0.294615053335983,0.132370966673292,0.187222553501623,-0.0357823163055721,0.0747573378387332,0.131559332140727,0.10806334062148,-0.0517872523686477,0.149928774928775,0.00648893526800509,0.122635493275028,0.116109289074405,-0.0976735904061485,0.216619459352017,0.0465778837871861,0.0857185450208706
"Fges-Myeloid cells Immu-Suppress ",0.108023935518905,0.0940917173308915,0.0854246744535184,0.015300418445682,-0.0091834453092558,0.143879300248086,0.101443797314707,0.159536409033316,-0.0452357882856504,0.253931579339644,0.131656001448056,0.131964778159904,0.104558183115238,0.130905354614082,0.170732226705991,0.141015130058881,0.16766043079675,-0.0599452719896933,0.153334256114311,0.183951064214909,0.164817555553189,0.0579062809442179,0.233488431520779,0.0543553487579723,0.168831652807206,0.0142037287449823,0.234627711112767,0.0727169156400728,0.136383479381169,0.102002789637879,-0.0312130665786476,0.150038863275802,0.166334820430371,0.137032975223331
"Fges-Myeloid cells traffic",0.107800889684137,0.150279579512413,0.0710455031188648,0.0125425582146674,-0.00267402271428219,0.0985387310817863,0.0807276522776411,0.136139069062352,-0.0958075498894108,0.107269067322747,0.0553940207261612,0.0891597703720272,0.0454434752354681,0.0809040980143642,0.0688834215562018,0.0721290290514177,0.121158577499441,-0.0662292800516911,0.191958050647382,0.114448669201521,0.124675066477795,-0.0398941325579662,0.126968861055195,0.0192325853028157,0.122274410397873,-0.0052884017992495,0.174425308780039,0.0239245508089166,0.105531946618952,0.0849424687492234,-0.0878351847709933,0.160975670369542,0.121339993538607,0.0686572727950495
"Fges-TAM",0.196977602206239,0.29013248611784,0.225091305482056,0.162505124287258,0.149428874892856,0.36579491670704,0.277671151194425,0.333190474415831,0.0796593746506168,0.353328923340663,0.196688778742593,0.292312637424067,0.238731226474863,0.241409831178027,0.296202437297358,0.242839973167368,0.287146424179182,0.0981627100957776,0.318222897178847,0.352527671151194,0.355229568069169,0.212140834047628,0.348106808780233,0.219631610330563,0.243054261543622,0.218406439831551,0.316797413632467,0.226512130585473,0.28246934744531,0.289564156076473,0.0206089516639958,0.36927011515671,0.212392389967577,0.264669436887415
"Fges-Macrophage & DC traffic",0.177429106208176,0.264348539057841,0.188473133240575,0.173039654144305,0.0905924932087723,0.301017027761214,0.300520108659644,0.307447989134036,0.000935864307957335,0.332211124362287,0.157067846021334,0.213981647121182,0.164538196514941,0.253760021201882,0.243680845425032,0.228926489100908,0.239916683230637,0.0306433445968329,0.254480553899159,0.310048532432253,0.250658417809581,0.250542470019214,0.369413801099848,0.245842443516862,0.199823593718943,0.190792089047903,0.272481448353541,0.208213244550454,0.212938117007884,0.179329821771682,-0.0269744252302392,0.304545153382363,0.197169217518055,0.205157192075797
"Fges-Th2",-0.0520775107136203,-0.150257747965965,-0.105825725110242,-0.141991180672008,-0.27541146512639,-0.116011427861623,0.0117756661076952,-0.0380970126079126,-0.087323768710018,0.0468604434507174,0.00580709272715985,0.077094590398112,-0.0015837525619527,-0.0973542016023849,-0.129196944289175,-0.0104341345258058,0.0672442705422024,-0.194025215825104,-0.0171728464070555,-0.0682379976398981,-0.0621203651947084,-0.0461089373330849,-0.0290106204583566,-0.155145643127756,-0.0618222470653997,-0.131296192783057,-0.00352773119682004,-0.0566859201291845,-0.139152847649214,-0.134513384261847,-0.216160486926278,-0.101621017328116,0.0447239301906713,-0.0460965157443637
"Fges-Protumor cytokines",0.0127397012319126,0.0511770781205081,0.0563943398034477,0.0630543340538123,0.0481798145210235,0.0141717863265154,0.00400344978119438,-0.00661740435907543,-0.0329911945399759,0.0128994133242475,0.0257615604936168,-0.0143847357829619,0.000931653871953486,-0.0379156507203015,0.0385385278804076,-0.0312290377878811,0.0129526506883592,-0.0703478529371054,0.113337024457245,0.0754586398918217,0.125113129398737,-0.0560962105644225,0.123388238801521,-0.0261395457788094,-0.033874934784229,0.0094230134477582,0.096854736528285,0.00816128791831261,0.085701508746899,0.130170678989342,-0.0325812668363164,0.000835826616552571,-0.00796430967109957,0.0318732098936317
"Fges-CAF",0.281589347315048,0.347342519298769,0.315848341306626,0.340325498706875,0.28399703307183,0.349695261941297,0.32820465525158,0.295550785097858,0.0864686883116373,0.249957811537269,0.255979969310346,0.317202296622176,0.299997252844287,0.240327068510139,0.261994278067101,0.285447138837325,0.304734134194632,0.26090522705242,0.431323069436323,0.393247491258158,0.43865993744334,0.188541221071469,0.275665302245996,0.342593864423941,0.235982637975896,0.296282705869887,0.288107955370493,0.270443744137766,0.391638442912142,0.386477714680408,0.151248582271427,0.392733380689065,0.254078545106335,0.269054468248767
"Fges-Matrix",0.184962349958995,0.193543577126668,0.166865478764383,0.17456447724844,0.149218419940853,0.192529635428316,0.208424662640722,0.194617162454335,0.0474440219687368,0.173346753149929,0.183197892591764,0.214602748577251,0.214140510450061,0.141313153905415,0.166696488481324,0.208111533586819,0.218837446258605,0.125032928253684,0.27223589055394,0.236176346330674,0.260538283754566,0.155732001292279,0.17129401824101,0.214769253709088,0.174025199433386,0.219416486493203,0.219118268346629,0.153773702129775,0.299803673053505,0.278667461915058,0.122490618554139,0.223273441188896,0.166194487934591,0.177231044509058
"Fges-Matrix remodeling",0.143122491830979,0.188648477393865,0.157357709940736,0.149511722389951,-0.00494179184216087,0.0424851218209152,0.0434480102376781,0.0524743126219142,-0.179479294792948,-0.0166641817933331,0.0118559518928523,0.0386087194205276,0.0145955247431262,-0.00782113881744878,0.0330954067116429,0.0455818952128915,-0.0171207772683787,0.0628983562562898,0.198615925553195,0.163442543516344,0.188980829202231,-0.0809664914830966,0.0495701169132903,0.0691353883235802,-0.0418949644041895,0.0604383316560438,0.0483028315131636,0.161137823499447,0.18343334948501,0.166092039708276,0.147514505448085,0.179451339967945,0.0402518419123585,-0.0553660839638699
